"","choice","alt","cost","time","chid"
"229.carpool",FALSE,"carpool",0.85394179,49.101015,229
"229.rail",TRUE,"rail",1.9524109,25.119571,229
"230.bus",FALSE,"bus",2.3133996,25.533004,230
"230.car",FALSE,"car",4.552204,49.137648,230
"230.carpool",FALSE,"carpool",1.3377599,50.995083,230
"230.rail",TRUE,"rail",2.1266698,16.561276,230
"231.bus",FALSE,"bus",1.9527081,59.639995,231
"231.car",TRUE,"car",6.0451831,50.575312,231
"231.carpool",FALSE,"carpool",0.52465001,48.854296,231
"231.rail",FALSE,"rail",2.5267181,54.794014,231
"232.bus",FALSE,"bus",2.6509012,58.211777,232
"232.car",FALSE,"car",4.573944,39.172079,232
"232.carpool",TRUE,"carpool",0.6083156,44.112068,232
"232.rail",FALSE,"rail",2.3504408,33.255815,232
"233.bus",FALSE,"bus",2.2304535,37.329562,233
"233.car",TRUE,"car",3.9335593,46.537572,233
"233.carpool",FALSE,"carpool",1.6253748,46.99928,233
"233.rail",FALSE,"rail",2.3228905,45.228666,233
"234.bus",FALSE,"bus",2.066086,59.502217,234
"234.car",TRUE,"car",5.0423044,53.936589,234
"234.carpool",FALSE,"carpool",2.5670657,50.03956,234
"234.rail",FALSE,"rail",2.4020745,50.319252,234
"235.bus",FALSE,"bus",1.7841625,28.606196,235
"235.car",TRUE,"car",6.6244389,27.319974,235
"235.carpool",FALSE,"carpool",0.31519531,32.80699,235
"235.rail",FALSE,"rail",2.2521678,52.885791,235
"236.bus",FALSE,"bus",2.3061692,29.877177,236
"236.car",TRUE,"car",3.9841162,6.3650773,236
"236.carpool",FALSE,"carpool",0.56636474,19.454858,236
"236.rail",FALSE,"rail",2.4064338,40.646213,236
"237.bus",TRUE,"bus",1.5155429,22.245278,237
"237.car",FALSE,"car",4.2856595,32.668975,237
"237.carpool",FALSE,"carpool",2.7040426,31.318201,237
"237.rail",FALSE,"rail",1.5177371,44.931742,237
"238.bus",TRUE,"bus",2.2940205,26.695943,238
"238.car",FALSE,"car",6.9795079,48.606668,238
"238.carpool",FALSE,"carpool",1.0187222,48.001192,238
"238.rail",FALSE,"rail",2.4757872,39.988082,238
"239.bus",FALSE,"bus",1.8821518,51.246008,239
"239.car",TRUE,"car",2.2961788,25.724509,239
"239.carpool",FALSE,"carpool",2.7836593,26.97575,239
"239.rail",FALSE,"rail",2.4062259,44.94949,239
"240.bus",FALSE,"bus",1.7814558,29.032702,240
"240.car",TRUE,"car",4.1216627,21.480708,240
"240.carpool",FALSE,"carpool",2.4063127,28.408281,240
"240.rail",FALSE,"rail",2.1203146,43.488093,240
"241.bus",FALSE,"bus",2.2681175,69.760384,241
"241.car",TRUE,"car",4.1013288,48.117649,241
"241.carpool",FALSE,"carpool",3.1246887,43.896849,241
"241.rail",FALSE,"rail",2.6484949,73.997789,241
"242.bus",TRUE,"bus",2.5817073,48.694446,242
"242.car",FALSE,"car",6.0045608,36.620453,242
"242.carpool",FALSE,"carpool",0.81608006,40.198301,242
"242.rail",FALSE,"rail",2.753254,52.225827,242
"243.bus",FALSE,"bus",2.6263608,50.436095,243
"243.car",TRUE,"car",5.1061097,31.700734,243
"243.carpool",FALSE,"carpool",0.91126716,37.208951,243
"243.rail",FALSE,"rail",3.0295151,27.705552,243
"244.bus",FALSE,"bus",2.4798251,44.734996,244
"244.car",FALSE,"car",7.2700686,61.674677,244
"244.carpool",FALSE,"carpool",3.0765286,59.108877,244
"244.rail",TRUE,"rail",2.377896,24.464466,244
"245.bus",TRUE,"bus",1.8636297,28.956933,245
"245.car",FALSE,"car",8.3829492,63.897878,245
"245.carpool",FALSE,"carpool",0.40958023,63.284889,245
"245.rail",FALSE,"rail",2.2310203,38.813737,245
"246.bus",FALSE,"bus",2.6355878,63.011301,246
"246.car",TRUE,"car",6.3016899,57.847626,246
"246.carpool",FALSE,"carpool",0.35246306,55.722087,246
"246.rail",FALSE,"rail",3.0444161,68.140511,246
"247.bus",FALSE,"bus",1.9953244,44.552833,247
"247.car",FALSE,"car",4.6477997,37.008488,247
"247.carpool",FALSE,"carpool",2.6470302,43.359446,247
"247.rail",TRUE,"rail",2.050784,32.016633,247
"248.bus",FALSE,"bus",2.2671286,35.054038,248
"248.car",TRUE,"car",3.0090365,20.03914,248
"248.carpool",FALSE,"carpool",0.65832444,28.192811,248
"248.rail",FALSE,"rail",2.496561,21.287621,248
"249.bus",FALSE,"bus",1.7543176,40.06248,249
"249.car",FALSE,"car",7.346038,62.055234,249
"249.carpool",TRUE,"carpool",1.8256877,60.265407,249
"249.rail",FALSE,"rail",2.0587729,44.617619,249
"250.bus",FALSE,"bus",2.4474309,37.439779,250
"250.car",TRUE,"car",2.0358398,20.711049,250
"250.carpool",FALSE,"carpool",1.0161261,25.295886,250
"250.rail",FALSE,"rail",2.3414933,30.895441,250
"251.bus",FALSE,"bus",2.4092621,51.905063,251
"251.car",TRUE,"car",4.8936411,16.503256,251
"251.carpool",FALSE,"carpool",1.9893214,22.267355,251
"251.rail",FALSE,"rail",2.8230884,64.471667,251
"252.bus",TRUE,"bus",2.0226038,20.284886,252
"252.car",FALSE,"car",7.1263826,49.665511,252
"252.carpool",FALSE,"carpool",2.7370671,46.134619,252
"252.rail",FALSE,"rail",2.4706242,43.834787,252
"253.bus",TRUE,"bus",1.3457315,7.5699718,253
"253.car",FALSE,"car",5.3957673,21.451789,253
"253.carpool",FALSE,"carpool",1.9152665,28.571098,253
"253.rail",FALSE,"rail",1.9675124,42.695719,253
"254.bus",FALSE,"bus",1.7829201,44.634836,254
"254.car",TRUE,"car",4.131805,10.98834,254
"254.carpool",FALSE,"carpool",0.24744349,17.64809,254
"254.rail",FALSE,"rail",1.6850482,40.033894,254
"255.bus",FALSE,"bus",2.300452,48.85459,255
"255.car",TRUE,"car",3.3204424,24.275393,255
"255.carpool",FALSE,"carpool",1.0004476,24.420588,255
"255.rail",FALSE,"rail",2.4076292,31.634095,255
"256.bus",FALSE,"bus",2.1474798,54.725095,256
"256.car",TRUE,"car",1.6101081,15.798083,256
"256.carpool",FALSE,"carpool",1.4522399,25.396501,256
"256.rail",FALSE,"rail",2.5362248,56.23069,256
"257.bus",FALSE,"bus",1.8273612,37.836389,257
"257.car",TRUE,"car",5.5957692,41.231997,257
"257.carpool",FALSE,"carpool",1.0107788,43.13756,257
"257.rail",FALSE,"rail",2.5539029,53.451918,257
"258.bus",TRUE,"bus",1.0735598,11.793974,258
"258.car",FALSE,"car",3.603069,17.96208,258
"258.carpool",FALSE,"carpool",2.4985149,20.867497,258
"258.rail",FALSE,"rail",2.130832,20.579803,258
"259.bus",FALSE,"bus",1.9267678,22.347083,259
"259.car",FALSE,"car",6.431212,27.821566,259
"259.carpool",FALSE,"carpool",0.502655,30.386848,259
"259.rail",TRUE,"rail",2.2677465,15.440622,259
"260.bus",FALSE,"bus",2.7347163,65.162349,260
"260.car",FALSE,"car",6.340959,59.906604,260
"260.carpool",FALSE,"carpool",3.2481403,54.606909,260
"260.rail",TRUE,"rail",2.66825,63.574274,260
"261.bus",FALSE,"bus",1.5979894,20.789066,261
"261.car",FALSE,"car",7.5932882,66.734869,261
"261.carpool",FALSE,"carpool",2.4120923,59.737449,261
"261.rail",TRUE,"rail",1.9105218,48.28868,261
"262.bus",FALSE,"bus",1.5400278,23.112761,262
"262.car",FALSE,"car",5.7631631,49.871776,262
"262.carpool",FALSE,"carpool",2.1403772,52.709829,262
"262.rail",TRUE,"rail",1.5299116,16.377329,262
"263.bus",FALSE,"bus",2.1940059,44.138531,263
"263.car",TRUE,"car",2.5996952,25.639058,263
"263.carpool",FALSE,"carpool",3.027006,26.610878,263
"263.rail",FALSE,"rail",1.8355702,61.518052,263
"264.bus",FALSE,"bus",1.8529999,50.779316,264
"264.car",TRUE,"car",2.9307867,5.7559133,264
"264.carpool",FALSE,"carpool",1.6899023,15.487183,264
"264.rail",FALSE,"rail",2.3217905,46.288104,264
"265.bus",FALSE,"bus",1.9263982,75.681075,265
"265.car",FALSE,"car",6.0897439,63.868049,265
"265.carpool",TRUE,"carpool",1.8188942,57.339245,265
"265.rail",FALSE,"rail",1.8897765,73.395396,265
"266.bus",FALSE,"bus",2.125097,61.753293,266
"266.car",FALSE,"car",8.2773568,66.870715,266
"266.carpool",FALSE,"carpool",2.6580092,61.324172,266
"266.rail",TRUE,"rail",1.9345774,31.663475,266
"267.bus",FALSE,"bus",1.5026256,9.314908,267
"267.car",FALSE,"car",6.8892282,34.883541,267
"267.carpool",FALSE,"carpool",2.0855645,35.670681,267
"267.rail",TRUE,"rail",1.4138266,29.842054,267
"268.bus",FALSE,"bus",1.8981239,48.245278,268
"268.car",FALSE,"car",4.177022,33.800782,268
"268.carpool",TRUE,"carpool",0.38053011,38.744982,268
"268.rail",FALSE,"rail",2.2806262,29.600219,268
"269.bus",FALSE,"bus",1.9880504,46.149591,269
"269.car",TRUE,"car",4.4707666,9.2094463,269
"269.carpool",FALSE,"carpool",2.4622573,14.034378,269
"269.rail",FALSE,"rail",1.959226,41.196017,269
"270.bus",FALSE,"bus",1.8142537,48.376375,270
"270.car",TRUE,"car",3.9374933,20.940815,270
"270.carpool",FALSE,"carpool",1.5403166,29.368087,270
"270.rail",FALSE,"rail",2.2925332,60.024115,270
"271.bus",FALSE,"bus",1.1345297,14.515215,271
"271.car",TRUE,"car",2.0224707,6.980955,271
"271.carpool",FALSE,"carpool",1.9683271,15.586485,271
"271.rail",FALSE,"rail",1.4253009,13.567914,271
"272.bus",FALSE,"bus",1.9648752,73.576562,272
"272.car",TRUE,"car",4.5285745,61.484067,272
"272.carpool",FALSE,"carpool",0.44163176,56.653268,272
"272.rail",FALSE,"rail",2.5252445,69.57444,272
"273.bus",FALSE,"bus",1.9183738,32.643639,273
"273.car",FALSE,"car",3.9347676,54.352017,273
"273.carpool",FALSE,"carpool",0.95829592,52.876456,273
"273.rail",TRUE,"rail",1.6608103,46.6142,273
"274.bus",TRUE,"bus",2.4221354,27.3507,274
"274.car",FALSE,"car",5.6677815,48.468613,274
"274.carpool",FALSE,"carpool",2.6872849,51.980147,274
"274.rail",FALSE,"rail",2.2418667,46.915089,274
"275.bus",FALSE,"bus",2.1955074,35.33054,275
"275.car",TRUE,"car",2.5035801,5.3341109,275
"275.carpool",FALSE,"carpool",0.12933843,16.276184,275
"275.rail",FALSE,"rail",2.7724568,43.894621,275
"276.bus",FALSE,"bus",1.6925544,17.660295,276
"276.car",TRUE,"car",3.8834709,28.266314,276
"276.carpool",FALSE,"carpool",3.0475386,31.533576,276
"276.rail",FALSE,"rail",1.7828886,29.76141,276
"277.bus",FALSE,"bus",2.0232712,60.600142,277
"277.car",TRUE,"car",1.5841078,4.2573437,277
"277.carpool",FALSE,"carpool",0.58184949,11.476364,277
"277.rail",FALSE,"rail",2.6364842,50.470412,277
"278.bus",FALSE,"bus",2.422914,39.564819,278
"278.car",TRUE,"car",2.7943581,32.435517,278
"278.carpool",FALSE,"carpool",1.3674884,38.57864,278
"278.rail",FALSE,"rail",2.3693014,25.836256,278
"279.bus",FALSE,"bus",2.1289681,37.664305,279
"279.car",TRUE,"car",2.6193891,20.514647,279
"279.carpool",FALSE,"carpool",2.3254269,26.751017,279
"279.rail",FALSE,"rail",2.319712,46.479852,279
"280.bus",FALSE,"bus",2.0372535,58.898524,280
"280.car",FALSE,"car",4.2635433,50.46493,280
"280.carpool",FALSE,"carpool",0.54149949,54.862342,280
"280.rail",TRUE,"rail",2.6721377,45.82388,280
"281.bus",FALSE,"bus",2.537482,40.559649,281
"281.car",FALSE,"car",5.8679255,60.633625,281
"281.carpool",FALSE,"carpool",0.4051305,60.696959,281
"281.rail",TRUE,"rail",2.1827591,31.231693,281
"282.bus",FALSE,"bus",2.4027493,48.580169,282
"282.car",FALSE,"car",6.3364308,42.425429,282
"282.carpool",FALSE,"carpool",2.4581414,43.955199,282
"282.rail",TRUE,"rail",2.5442298,52.152632,282
"283.bus",FALSE,"bus",2.5665876,65.651349,283
"283.car",TRUE,"car",5.3711505,49.580961,283
"283.carpool",FALSE,"carpool",2.8739996,50.145232,283
"283.rail",FALSE,"rail",3.0108691,68.829686,283
"284.bus",FALSE,"bus",2.4240168,41.742229,284
"284.car",TRUE,"car",1.2364815,12.231051,284
"284.carpool",FALSE,"carpool",1.3056367,15.219023,284
"284.rail",FALSE,"rail",2.0045186,48.145994,284
"285.bus",FALSE,"bus",1.821421,69.225685,285
"285.car",FALSE,"car",5.2906881,52.603706,285
"285.carpool",FALSE,"carpool",2.5972751,47.291139,285
"285.rail",TRUE,"rail",1.6466498,42.741033,285
"286.bus",FALSE,"bus",1.9624384,65.925951,286
"286.car",FALSE,"car",6.1018172,56.902888,286
"286.carpool",FALSE,"carpool",3.0508802,53.632102,286
"286.rail",TRUE,"rail",1.741028,58.088026,286
"287.bus",TRUE,"bus",1.7814947,27.796001,287
"287.car",FALSE,"car",4.2134103,42.412744,287
"287.carpool",FALSE,"carpool",3.1393328,47.173485,287
"287.rail",FALSE,"rail",2.2842042,17.618136,287
"288.bus",FALSE,"bus",1.9820094,60.197258,288
"288.car",FALSE,"car",7.2805608,60.242229,288
"288.carpool",TRUE,"carpool",2.9193507,56.794762,288
"288.rail",FALSE,"rail",2.0056478,57.592608,288
"289.bus",FALSE,"bus",2.137118,33.284097,289
"289.car",FALSE,"car",7.8255276,48.178772,289
"289.carpool",FALSE,"carpool",1.1917337,44.827009,289
"289.rail",TRUE,"rail",1.9755281,41.959567,289
"290.bus",FALSE,"bus",1.8983844,46.64913,290
"290.car",FALSE,"car",4.49469,53.464836,290
"290.carpool",FALSE,"carpool",1.941463,55.951992,290
"290.rail",TRUE,"rail",2.4121515,35.07279,290
"291.bus",FALSE,"bus",2.5096211,60.801812,291
"291.car",FALSE,"car",4.6015725,49.202739,291
"291.carpool",TRUE,"carpool",0.71179689,46.109716,291
"291.rail",FALSE,"rail",2.197711,53.797807,291
"292.bus",FALSE,"bus",2.315818,43.196716,292
"292.car",FALSE,"car",4.8123579,40.939066,292
"292.carpool",TRUE,"carpool",0.31186226,39.68035,292
"292.rail",FALSE,"rail",2.3184059,38.490896,292
"293.bus",FALSE,"bus",1.8938847,36.861323,293
"293.car",TRUE,"car",3.6964251,56.303331,293
"293.carpool",FALSE,"carpool",1.7874382,52.743914,293
"293.rail",FALSE,"rail",1.8333827,40.286042,293
"294.bus",FALSE,"bus",1.2400112,15.295351,294
"294.car",TRUE,"car",0.56834175,9.0191479,294
"294.carpool",FALSE,"carpool",0.61657569,20.868772,294
"294.rail",FALSE,"rail",2.1745116,44.158595,294
"295.bus",FALSE,"bus",2.6548404,42.128084,295
"295.car",TRUE,"car",4.9747175,9.4963536,295
"295.carpool",FALSE,"carpool",1.799451,14.881274,295
"295.rail",FALSE,"rail",2.9770007,49.144284,295
"296.bus",FALSE,"bus",2.5160104,61.546844,296
"296.car",TRUE,"car",4.5227678,30.383919,296
"296.carpool",FALSE,"carpool",1.4815782,34.652243,296
"296.rail",FALSE,"rail",2.8506421,64.312759,296
"297.bus",FALSE,"bus",2.5043323,50.062982,297
"297.car",TRUE,"car",7.0183041,55.487109,297
"297.carpool",FALSE,"carpool",2.5126851,56.883074,297
"297.rail",FALSE,"rail",2.4959851,60.299255,297
"298.bus",FALSE,"bus",1.9717485,44.059036,298
"298.car",TRUE,"car",4.0807819,18.09304,298
"298.carpool",FALSE,"carpool",2.3499297,20.908419,298
"298.rail",FALSE,"rail",1.7716344,25.994359,298
"299.bus",FALSE,"bus",1.1435217,2.6208718,299
"299.car",TRUE,"car",0.92523721,4.4197508,299
"299.carpool",FALSE,"carpool",1.8664479,18.372009,299
"299.rail",FALSE,"rail",1.798359,28.033047,299
"300.bus",TRUE,"bus",2.1120775,31.465914,300
"300.car",FALSE,"car",6.1916339,28.069797,300
"300.carpool",FALSE,"carpool",2.965969,34.675364,300
"300.rail",FALSE,"rail",1.779911,39.19281,300
"301.bus",FALSE,"bus",2.2413663,45.096691,301
"301.car",FALSE,"car",5.4090979,41.289492,301
"301.carpool",FALSE,"carpool",1.2756701,42.33659,301
"301.rail",TRUE,"rail",2.537462,24.300419,301
"302.bus",FALSE,"bus",2.2677116,25.153454,302
"302.car",FALSE,"car",3.6359783,38.724491,302
"302.carpool",FALSE,"carpool",1.5428411,43.268473,302
"302.rail",TRUE,"rail",2.3240994,32.013722,302
"303.bus",FALSE,"bus",2.1941213,70.878595,303
"303.car",FALSE,"car",8.2318492,54.987035,303
"303.carpool",TRUE,"carpool",0.5796835,55.528113,303
"303.rail",FALSE,"rail",2.469459,48.404025,303
"304.bus",TRUE,"bus",1.6708824,28.798171,304
"304.car",FALSE,"car",3.5763041,22.25758,304
"304.carpool",FALSE,"carpool",2.7726459,26.84146,304
"304.rail",FALSE,"rail",1.6777399,17.947941,304
"305.bus",TRUE,"bus",1.9867829,50.545517,305
"305.car",FALSE,"car",4.5128506,61.172118,305
"305.carpool",FALSE,"carpool",1.388613,62.958548,305
"305.rail",FALSE,"rail",2.0707736,33.063659,305
"306.bus",FALSE,"bus",2.0672024,47.264051,306
"306.car",FALSE,"car",4.3185554,26.639791,306
"306.carpool",TRUE,"carpool",2.8474777,35.524946,306
"306.rail",FALSE,"rail",1.930761,62.390714,306
"307.bus",TRUE,"bus",2.2674397,53.82493,307
"307.car",FALSE,"car",7.3575516,60.627172,307
"307.carpool",FALSE,"carpool",3.1521309,62.360437,307
"307.rail",FALSE,"rail",2.5202303,42.27509,307
"308.bus",FALSE,"bus",2.2437436,60.797358,308
"308.car",TRUE,"car",4.6944246,25.669686,308
"308.carpool",FALSE,"carpool",2.4213244,33.961752,308
"308.rail",FALSE,"rail",1.8659275,33.670746,308
"309.bus",FALSE,"bus",2.5120915,64.670973,309
"309.car",TRUE,"car",4.8979174,26.485272,309
"309.carpool",FALSE,"carpool",1.4234096,31.381986,309
"309.rail",FALSE,"rail",2.4045985,38.359093,309
"310.bus",FALSE,"bus",2.3191545,52.510798,310
"310.car",FALSE,"car",7.2547628,64.670354,310
"310.carpool",FALSE,"carpool",1.641961,56.9154,310
"310.rail",TRUE,"rail",2.4332499,39.601499,310
"311.bus",TRUE,"bus",1.9631666,43.274134,311
"311.car",FALSE,"car",6.9390827,33.321253,311
"311.carpool",FALSE,"carpool",2.7182952,38.437043,311
"311.rail",FALSE,"rail",2.2663842,28.822079,311
"312.bus",FALSE,"bus",2.1152749,42.686849,312
"312.car",FALSE,"car",5.5462854,21.618303,312
"312.carpool",FALSE,"carpool",3.1653622,30.532635,312
"312.rail",TRUE,"rail",2.7173746,22.125311,312
"313.bus",FALSE,"bus",1.4321891,15.186959,313
"313.car",TRUE,"car",5.6193236,17.603688,313
"313.carpool",FALSE,"carpool",2.1797489,26.885474,313
"313.rail",FALSE,"rail",2.3291247,46.094194,313
"314.bus",FALSE,"bus",2.2236502,33.157869,314
"314.car",FALSE,"car",6.8575247,45.611905,314
"314.carpool",FALSE,"carpool",1.3095113,50.666955,314
"314.rail",TRUE,"rail",2.2062565,27.836341,314
"315.bus",FALSE,"bus",1.6283406,22.336456,315
"315.car",TRUE,"car",4.2194463,18.990745,315
"315.carpool",FALSE,"carpool",0.34422688,25.959745,315
"315.rail",FALSE,"rail",1.5580957,15.074177,315
"316.bus",FALSE,"bus",1.8071088,30.265929,316
"316.car",TRUE,"car",3.147028,36.89632,316
"316.carpool",FALSE,"carpool",2.1245585,41.293172,316
"316.rail",FALSE,"rail",2.3639447,54.205139,316
"317.bus",FALSE,"bus",2.2225111,73.258552,317
"317.car",FALSE,"car",5.659347,59.477389,317
"317.carpool",FALSE,"carpool",2.4736321,59.95305,317
"317.rail",TRUE,"rail",2.043247,57.075395,317
"318.bus",FALSE,"bus",2.2986311,36.371405,318
"318.car",FALSE,"car",7.3383849,42.979184,318
"318.carpool",TRUE,"carpool",2.556824,46.337961,318
"318.rail",FALSE,"rail",2.1860955,23.037175,318
"319.bus",FALSE,"bus",2.4433474,52.073789,319
"319.car",TRUE,"car",2.2000666,24.02733,319
"319.carpool",FALSE,"carpool",0.29753136,34.018382,319
"319.rail",FALSE,"rail",1.976341,32.554735,319
"320.bus",FALSE,"bus",2.0396272,48.894243,320
"320.car",FALSE,"car",4.7640298,54.00908,320
"320.carpool",FALSE,"carpool",1.6519033,50.093136,320
"320.rail",TRUE,"rail",1.7738571,62.244222,320
"321.bus",TRUE,"bus",2.4402841,31.042068,321
"321.car",FALSE,"car",3.0853856,51.113196,321
"321.carpool",FALSE,"carpool",2.3492322,49.871262,321
"321.rail",FALSE,"rail",2.8356702,43.173137,321
"322.bus",FALSE,"bus",2.0999303,26.888657,322
"322.car",FALSE,"car",4.0941583,50.359276,322
"322.carpool",FALSE,"carpool",0.51786286,50.642092,322
"322.rail",TRUE,"rail",2.2000513,39.117436,322
"323.bus",FALSE,"bus",2.0010828,52.878229,323
"323.car",TRUE,"car",4.9141336,21.104984,323
"323.carpool",FALSE,"carpool",2.4178121,28.116571,323
"323.rail",FALSE,"rail",1.839392,45.228846,323
"324.bus",FALSE,"bus",2.3548254,28.248953,324
"324.car",TRUE,"car",3.6797763,11.575072,324
"324.carpool",FALSE,"carpool",1.5439623,18.290349,324
"324.rail",FALSE,"rail",2.2111102,40.503528,324
"325.bus",FALSE,"bus",2.2905043,61.145275,325
"325.car",TRUE,"car",2.7891723,28.752523,325
"325.carpool",FALSE,"carpool",0.50802979,31.20708,325
"325.rail",FALSE,"rail",2.2824192,31.204811,325
"326.bus",FALSE,"bus",1.9227494,65.274288,326
"326.car",FALSE,"car",4.301102,61.316701,326
"326.carpool",FALSE,"carpool",1.2882592,60.72362,326
"326.rail",TRUE,"rail",2.209005,69.827025,326
"327.bus",FALSE,"bus",2.6449042,57.858684,327
"327.car",TRUE,"car",5.5477036,59.664899,327
"327.carpool",FALSE,"carpool",2.9109847,58.562702,327
"327.rail",FALSE,"rail",2.1819665,45.525263,327
"328.bus",TRUE,"bus",2.1034337,38.811632,328
"328.car",FALSE,"car",6.2255343,27.973699,328
"328.carpool",FALSE,"carpool",3.031587,33.396067,328
"328.rail",FALSE,"rail",2.7394372,33.436425,328
"329.bus",FALSE,"bus",2.4272686,47.94919,329
"329.car",FALSE,"car",6.2964006,48.761085,329
"329.carpool",FALSE,"carpool",2.004165,52.510405,329
"329.rail",TRUE,"rail",2.6232547,52.631297,329
"330.bus",TRUE,"bus",2.3127056,21.002116,330
"330.car",FALSE,"car",7.4744183,48.053391,330
"330.carpool",FALSE,"carpool",1.1425043,45.352604,330
"330.rail",FALSE,"rail",2.0258429,16.50656,330
"331.bus",FALSE,"bus",1.5809961,24.5832,331
"331.car",TRUE,"car",3.1601149,2.7138807,331
"331.carpool",FALSE,"carpool",1.4818998,10.81991,331
"331.rail",FALSE,"rail",1.5695346,49.73149,331
"332.bus",FALSE,"bus",1.7494214,21.354422,332
"332.car",FALSE,"car",3.556138,24.56824,332
"332.carpool",FALSE,"carpool",1.586636,34.187164,332
"332.rail",TRUE,"rail",2.4332921,12.992789,332
"333.bus",FALSE,"bus",2.1310815,59.795349,333
"333.car",TRUE,"car",6.7608219,32.496148,333
"333.carpool",FALSE,"carpool",0.98994088,38.084945,333
"333.rail",FALSE,"rail",2.5794957,56.69406,333
"334.bus",TRUE,"bus",2.4645749,21.163075,334
"334.car",FALSE,"car",7.9759028,63.276665,334
"334.carpool",FALSE,"carpool",1.0851216,65.008747,334
"334.rail",FALSE,"rail",2.6721458,32.756295,334
"335.bus",TRUE,"bus",1.7807753,36.837155,335
"335.car",FALSE,"car",3.4802833,52.826857,335
"335.carpool",FALSE,"carpool",1.2587123,56.408788,335
"335.rail",FALSE,"rail",1.8602824,26.717117,335
"336.bus",FALSE,"bus",2.4450095,59.757496,336
"336.car",TRUE,"car",3.6612015,21.082131,336
"336.carpool",FALSE,"carpool",0.21139563,28.003862,336
"336.rail",FALSE,"rail",2.2083671,45.752838,336
"337.bus",TRUE,"bus",1.5027638,22.604962,337
"337.car",FALSE,"car",7.2818792,61.66694,337
"337.carpool",FALSE,"carpool",2.8464168,63.1712,337
"337.rail",FALSE,"rail",1.625748,40.400993,337
"338.bus",FALSE,"bus",2.3368545,52.162678,338
"338.car",FALSE,"car",4.6775489,55.978348,338
"338.carpool",TRUE,"carpool",1.0660077,57.322687,338
"338.rail",FALSE,"rail",2.0356595,35.326361,338
"339.bus",FALSE,"bus",1.9389594,50.869979,339
"339.car",FALSE,"car",5.3804388,61.494102,339
"339.carpool",FALSE,"carpool",2.5574331,60.456581,339
"339.rail",TRUE,"rail",1.8272299,45.346729,339
"340.bus",FALSE,"bus",2.5793156,61.552344,340
"340.car",FALSE,"car",5.933069,51.956691,340
"340.carpool",FALSE,"carpool",0.30038751,49.451755,340
"340.rail",TRUE,"rail",2.8841418,67.712933,340
"341.bus",FALSE,"bus",2.5645877,48.308861,341
"341.car",TRUE,"car",0.40993737,3.9538551,341
"341.carpool",FALSE,"carpool",0.57302963,8.3853013,341
