"","choice","alt","cost","time","chid"
"341.rail",FALSE,"rail",2.7280388,35.175476,341
"342.bus",FALSE,"bus",2.5602714,50.833766,342
"342.car",FALSE,"car",7.6139221,48.078139,342
"342.carpool",FALSE,"carpool",3.1251283,51.843452,342
"342.rail",TRUE,"rail",2.2910469,40.066201,342
"343.bus",FALSE,"bus",2.0029249,64.665552,343
"343.car",FALSE,"car",7.0538653,52.203819,343
"343.carpool",FALSE,"carpool",2.5821034,53.486614,343
"343.rail",TRUE,"rail",1.7530077,37.974968,343
"344.bus",FALSE,"bus",1.7537564,50.897926,344
"344.car",FALSE,"car",4.7368161,33.768422,344
"344.carpool",FALSE,"carpool",2.0792499,37.226882,344
"344.rail",TRUE,"rail",2.3909631,44.701876,344
"345.bus",FALSE,"bus",1.909264,16.779644,345
"345.car",FALSE,"car",3.8281742,29.902067,345
"345.carpool",FALSE,"carpool",1.3451791,36.757467,345
"345.rail",TRUE,"rail",2.4608579,12.639342,345
"346.bus",TRUE,"bus",1.9683611,15.452818,346
"346.car",FALSE,"car",5.6811162,35.13437,346
"346.carpool",FALSE,"carpool",1.4507568,33.600832,346
"346.rail",FALSE,"rail",2.2464213,8.8023577,346
"347.bus",FALSE,"bus",2.0389791,39.083948,347
"347.car",FALSE,"car",6.8482087,48.900697,347
"347.carpool",FALSE,"carpool",2.5430263,46.541705,347
"347.rail",TRUE,"rail",2.1097878,52.572585,347
"348.bus",FALSE,"bus",2.1373338,50.259214,348
"348.car",FALSE,"car",8.4526143,60.033998,348
"348.carpool",FALSE,"carpool",1.3763811,55.282603,348
"348.rail",TRUE,"rail",1.9841566,32.187469,348
"349.bus",FALSE,"bus",1.5374053,35.269922,349
"349.car",TRUE,"car",4.9251939,23.355184,349
"349.carpool",FALSE,"carpool",1.2077159,32.213812,349
"349.rail",FALSE,"rail",2.0656049,54.656706,349
"350.bus",FALSE,"bus",2.0782414,66.210611,350
"350.car",TRUE,"car",4.0651043,30.57526,350
"350.carpool",FALSE,"carpool",0.87044441,32.431436,350
"350.rail",FALSE,"rail",2.7281609,62.544993,350
"351.bus",FALSE,"bus",1.7011712,21.284664,351
"351.car",FALSE,"car",4.7309116,47.71107,351
"351.carpool",TRUE,"carpool",1.6664958,48.23531,351
"351.rail",FALSE,"rail",2.3868714,36.813537,351
"352.bus",TRUE,"bus",1.654928,16.120158,352
"352.car",FALSE,"car",4.0857713,55.981083,352
"352.carpool",FALSE,"carpool",0.97803216,52.057006,352
"352.rail",FALSE,"rail",2.2776688,42.764342,352
"353.bus",FALSE,"bus",1.2740907,18.423077,353
"353.car",FALSE,"car",8.7974257,63.944571,353
"353.carpool",FALSE,"carpool",3.2952699,61.845269,353
"353.rail",TRUE,"rail",1.3129427,12.296866,353
"354.bus",FALSE,"bus",1.8497064,61.250499,354
"354.car",TRUE,"car",3.3072967,39.153821,354
"354.carpool",FALSE,"carpool",0.57290718,40.537161,354
"354.rail",FALSE,"rail",1.766504,44.704784,354
"355.bus",FALSE,"bus",1.5682672,36.154003,355
"355.car",TRUE,"car",4.0883411,11.075301,355
"355.carpool",FALSE,"carpool",3.0684578,17.824162,355
"355.rail",FALSE,"rail",1.778434,45.109484,355
"356.bus",FALSE,"bus",2.461724,41.875611,356
"356.car",TRUE,"car",1.2647596,17.113083,356
"356.carpool",FALSE,"carpool",0.71653571,26.979631,356
"356.rail",FALSE,"rail",2.5597417,33.520328,356
"357.bus",FALSE,"bus",2.4051577,50.985435,357
"357.car",TRUE,"car",1.8453703,16.399951,357
"357.carpool",FALSE,"carpool",1.4253549,21.807367,357
"357.rail",FALSE,"rail",2.0315572,37.905719,357
"358.bus",FALSE,"bus",1.5507667,18.450114,358
"358.car",TRUE,"car",4.740118,21.5795,358
"358.carpool",FALSE,"carpool",3.122019,24.244834,358
"358.rail",FALSE,"rail",1.8944268,10.033086,358
"359.bus",FALSE,"bus",1.8645145,55.521768,359
"359.car",FALSE,"car",6.3851696,39.678019,359
"359.carpool",FALSE,"carpool",2.9275438,41.896128,359
"359.rail",TRUE,"rail",2.2439246,61.609247,359
"360.bus",FALSE,"bus",1.4068956,16.359234,360
"360.car",FALSE,"car",5.7725456,56.64598,360
"360.carpool",FALSE,"carpool",0.84435986,56.976223,360
"360.rail",TRUE,"rail",2.053117,23.134885,360
"361.bus",TRUE,"bus",1.1738448,16.911264,361
"361.car",FALSE,"car",6.5527564,47.696935,361
"361.carpool",FALSE,"carpool",1.1971889,48.194626,361
"361.rail",FALSE,"rail",1.8158235,35.256406,361
"362.bus",FALSE,"bus",2.0577584,64.684738,362
"362.car",FALSE,"car",7.0504167,58.529723,362
"362.carpool",FALSE,"carpool",2.7750977,55.435779,362
"362.rail",TRUE,"rail",2.6223008,40.7795,362
"363.bus",TRUE,"bus",2.5798194,42.764912,363
"363.car",FALSE,"car",7.7355726,48.816834,363
"363.carpool",FALSE,"carpool",1.803912,51.767068,363
"363.rail",FALSE,"rail",2.803623,46.087057,363
"364.bus",FALSE,"bus",2.1896723,55.526923,364
"364.car",TRUE,"car",6.1815328,23.145355,364
"364.carpool",FALSE,"carpool",0.33367314,27.190296,364
"364.rail",FALSE,"rail",1.8322732,63.094348,364
"365.bus",FALSE,"bus",2.5284118,42.614494,365
"365.car",TRUE,"car",1.2626696,9.3070763,365
"365.carpool",FALSE,"carpool",0.40816666,19.733299,365
"365.rail",FALSE,"rail",2.7248779,54.78113,365
"366.bus",FALSE,"bus",1.9181492,45.873163,366
"366.car",FALSE,"car",6.3535193,28.494432,366
"366.carpool",FALSE,"carpool",2.7726711,35.614054,366
"366.rail",TRUE,"rail",2.0008326,27.342244,366
"367.bus",FALSE,"bus",2.5049653,48.20831,367
"367.car",TRUE,"car",3.962805,47.100151,367
"367.carpool",FALSE,"carpool",2.6013349,48.180414,367
"367.rail",FALSE,"rail",2.2818529,48.549685,367
"368.bus",TRUE,"bus",1.9109139,13.877786,368
"368.car",FALSE,"car",2.9874294,25.941729,368
"368.carpool",FALSE,"carpool",0.324109,33.640232,368
"368.rail",FALSE,"rail",2.1601926,11.940014,368
"369.bus",TRUE,"bus",2.0113603,46.183579,369
"369.car",FALSE,"car",6.189717,58.066099,369
"369.carpool",FALSE,"carpool",1.4469217,60.636237,369
"369.rail",FALSE,"rail",2.5355968,42.917353,369
"370.bus",FALSE,"bus",1.504163,21.419292,370
"370.car",TRUE,"car",2.485741,15.156768,370
"370.carpool",FALSE,"carpool",0.62991148,19.082112,370
"370.rail",FALSE,"rail",1.6347847,45.842957,370
"371.bus",FALSE,"bus",2.4474933,69.795308,371
"371.car",TRUE,"car",3.1487186,51.61471,371
"371.carpool",FALSE,"carpool",2.1169712,51.403242,371
"371.rail",FALSE,"rail",2.6103504,37.923761,371
"372.bus",FALSE,"bus",1.9733183,45.007193,372
"372.car",TRUE,"car",5.7623556,37.152355,372
"372.carpool",FALSE,"carpool",1.5364169,43.030684,372
"372.rail",FALSE,"rail",2.6071603,22.871325,372
"373.bus",FALSE,"bus",1.9308818,44.688397,373
"373.car",TRUE,"car",6.6322891,30.425911,373
"373.carpool",FALSE,"carpool",1.8609161,37.463604,373
"373.rail",FALSE,"rail",2.3119809,44.757832,373
"374.bus",FALSE,"bus",2.3353515,59.475281,374
"374.car",TRUE,"car",1.5481665,11.262999,374
"374.carpool",FALSE,"carpool",0.70292537,15.192629,374
"374.rail",FALSE,"rail",2.0099774,51.463835,374
"375.bus",FALSE,"bus",2.1438728,53.8132,375
"375.car",TRUE,"car",3.7997844,54.953481,375
"375.carpool",FALSE,"carpool",0.23825716,52.312575,375
"375.rail",FALSE,"rail",2.6042897,30.34088,375
"376.bus",FALSE,"bus",1.7833865,32.248949,376
"376.car",TRUE,"car",1.0725011,5.3875783,376
"376.carpool",FALSE,"carpool",0.30868756,10.437027,376
"376.rail",FALSE,"rail",1.6640947,30.807681,376
"377.bus",FALSE,"bus",1.9551571,45.770597,377
"377.car",TRUE,"car",2.9739817,41.106033,377
"377.carpool",FALSE,"carpool",0.79149477,41.333201,377
"377.rail",FALSE,"rail",1.7034469,36.225184,377
"378.bus",FALSE,"bus",1.8982346,22.264484,378
"378.car",FALSE,"car",4.0595124,37.184839,378
"378.carpool",FALSE,"carpool",3.0260864,43.145256,378
"378.rail",TRUE,"rail",2.5960717,32.791236,378
"379.bus",FALSE,"bus",1.6335861,15.771299,379
"379.car",TRUE,"car",1.6811803,20.744534,379
"379.carpool",FALSE,"carpool",1.7933584,31.565671,379
"379.rail",FALSE,"rail",2.1234649,35.194311,379
"380.bus",FALSE,"bus",1.958271,58.176093,380
"380.car",TRUE,"car",3.0306452,47.469891,380
"380.carpool",FALSE,"carpool",2.0268403,43.081601,380
"380.rail",FALSE,"rail",1.762908,68.918622,380
"381.bus",FALSE,"bus",2.2701319,62.521299,381
"381.car",TRUE,"car",4.5882408,48.410067,381
"381.carpool",FALSE,"carpool",1.8203424,46.32416,381
"381.rail",FALSE,"rail",2.4345242,68.397945,381
"382.bus",FALSE,"bus",2.2911373,31.015008,382
"382.car",FALSE,"car",5.0008841,53.627274,382
"382.carpool",FALSE,"carpool",0.64359829,54.29705,382
"382.rail",TRUE,"rail",2.2376342,22.566146,382
"383.bus",TRUE,"bus",1.1107522,13.091742,383
"383.car",FALSE,"car",3.3955084,30.571507,383
"383.carpool",FALSE,"carpool",1.4126163,33.448048,383
"383.rail",FALSE,"rail",1.7311276,22.922389,383
"384.bus",TRUE,"bus",1.9906315,15.792392,384
"384.car",FALSE,"car",4.9788542,40.743808,384
"384.carpool",FALSE,"carpool",2.7360589,45.920501,384
"384.rail",FALSE,"rail",1.8163996,21.663422,384
"385.bus",FALSE,"bus",1.9413944,44.712554,385
"385.car",FALSE,"car",5.9852929,44.722823,385
"385.carpool",FALSE,"carpool",2.3702799,50.417731,385
"385.rail",TRUE,"rail",2.3984587,43.646321,385
"386.bus",FALSE,"bus",1.7723465,42.867134,386
"386.car",FALSE,"car",2.7602404,39.185019,386
"386.carpool",TRUE,"carpool",2.2374764,42.455314,386
"386.rail",FALSE,"rail",2.0459825,41.648144,386
"387.bus",FALSE,"bus",2.0189136,21.585707,387
"387.car",TRUE,"car",4.1077032,6.4263093,387
"387.carpool",FALSE,"carpool",1.6814291,14.492985,387
"387.rail",FALSE,"rail",2.4629815,48.629924,387
"388.bus",FALSE,"bus",2.5746241,63.309019,388
"388.car",TRUE,"car",2.8216656,34.804686,388
"388.carpool",FALSE,"carpool",0.55086515,34.25967,388
"388.rail",FALSE,"rail",2.7901794,70.912342,388
"389.bus",FALSE,"bus",2.3707794,44.761472,389
"389.car",TRUE,"car",3.6654218,11.953745,389
"389.carpool",FALSE,"carpool",0.35833874,22.818946,389
"389.rail",FALSE,"rail",2.3672225,35.892078,389
"390.bus",FALSE,"bus",1.5397125,24.930403,390
"390.car",TRUE,"car",6.1093766,34.700732,390
"390.carpool",FALSE,"carpool",1.289134,40.12162,390
"390.rail",FALSE,"rail",2.2043123,29.40576,390
"391.bus",FALSE,"bus",2.4046137,56.750179,391
"391.car",TRUE,"car",2.6426942,9.084664,391
"391.carpool",FALSE,"carpool",0.24800308,20.46627,391
"391.rail",FALSE,"rail",2.718832,60.190196,391
"392.bus",FALSE,"bus",1.7961473,48.463483,392
"392.car",FALSE,"car",6.1550738,57.724615,392
"392.carpool",FALSE,"carpool",2.0565154,56.11903,392
"392.rail",TRUE,"rail",2.4691231,33.753064,392
"393.bus",FALSE,"bus",2.2383236,64.618422,393
"393.car",TRUE,"car",3.4676572,32.942242,393
"393.carpool",FALSE,"carpool",0.20204924,35.002876,393
"393.rail",FALSE,"rail",2.4804298,41.213294,393
"394.bus",TRUE,"bus",1.5698219,25.978635,394
"394.car",FALSE,"car",4.4712406,37.628114,394
"394.carpool",FALSE,"carpool",1.8067624,36.155747,394
"394.rail",FALSE,"rail",2.2486056,51.402366,394
"395.bus",FALSE,"bus",1.5453872,19.982933,395
"395.car",TRUE,"car",4.6073844,49.045139,395
"395.carpool",FALSE,"carpool",0.39641343,46.80992,395
"395.rail",FALSE,"rail",1.7393937,19.001374,395
"396.bus",FALSE,"bus",2.6404718,63.650316,396
"396.car",TRUE,"car",4.2616292,53.103509,396
"396.carpool",FALSE,"carpool",0.68141009,48.563421,396
"396.rail",FALSE,"rail",2.7808584,58.24207,396
"397.bus",TRUE,"bus",2.320198,21.333207,397
"397.car",FALSE,"car",5.8279345,56.090562,397
"397.carpool",FALSE,"carpool",2.5348822,50.32926,397
"397.rail",FALSE,"rail",2.1256595,30.795897,397
"398.bus",FALSE,"bus",2.0948651,42.833675,398
"398.car",FALSE,"car",2.3603927,35.853012,398
"398.carpool",FALSE,"carpool",0.82569044,37.828293,398
"398.rail",TRUE,"rail",2.28682,23.527991,398
"399.bus",TRUE,"bus",2.3677901,31.375879,399
"399.car",FALSE,"car",7.8135083,52.922274,399
"399.carpool",FALSE,"carpool",3.0904102,55.138645,399
"399.rail",FALSE,"rail",2.4807527,52.352428,399
"400.bus",FALSE,"bus",2.2703778,69.695569,400
"400.car",FALSE,"car",7.2669627,50.523506,400
"400.carpool",FALSE,"carpool",0.89920153,47.719073,400
"400.rail",TRUE,"rail",2.0887827,41.64199,400
"401.bus",FALSE,"bus",1.8232415,56.865626,401
"401.car",FALSE,"car",7.6857905,61.739832,401
"401.carpool",TRUE,"carpool",0.78977954,60.569237,401
"401.rail",FALSE,"rail",2.0226833,42.140221,401
"402.bus",FALSE,"bus",2.0453243,23.801137,402
"402.car",TRUE,"car",3.8044232,31.675662,402
"402.carpool",FALSE,"carpool",3.0359131,31.730711,402
"402.rail",FALSE,"rail",2.7188595,24.383692,402
"403.bus",TRUE,"bus",1.6710931,23.559444,403
"403.car",FALSE,"car",6.4029307,59.434431,403
"403.carpool",FALSE,"carpool",0.92840863,55.88279,403
"403.rail",FALSE,"rail",1.8489861,12.759865,403
"404.bus",FALSE,"bus",1.7779246,42.669626,404
"404.car",FALSE,"car",5.9780487,38.234825,404
"404.carpool",FALSE,"carpool",1.798289,37.694389,404
"404.rail",TRUE,"rail",2.067112,23.967165,404
"405.bus",TRUE,"bus",1.376721,15.519329,405
"405.car",FALSE,"car",5.1036568,30.054881,405
"405.carpool",FALSE,"carpool",0.37271306,31.187938,405
"405.rail",FALSE,"rail",1.6741007,33.337011,405
"406.bus",FALSE,"bus",2.5366067,43.083933,406
"406.car",FALSE,"car",7.5791392,52.907183,406
"406.carpool",FALSE,"carpool",0.64197483,47.511515,406
"406.rail",TRUE,"rail",2.3198267,43.506392,406
"407.bus",FALSE,"bus",2.1722651,31.383124,407
"407.car",TRUE,"car",4.4019498,20.377003,407
"407.carpool",FALSE,"carpool",2.3730999,30.671515,407
"407.rail",FALSE,"rail",1.907437,39.792877,407
"408.bus",TRUE,"bus",1.8629787,37.195391,408
"408.car",FALSE,"car",8.5485186,63.151187,408
"408.carpool",FALSE,"carpool",1.8913876,61.123764,408
"408.rail",FALSE,"rail",2.0704606,29.19097,408
"409.bus",FALSE,"bus",1.8219435,38.940367,409
"409.car",TRUE,"car",2.4878129,36.433482,409
"409.carpool",FALSE,"carpool",2.7712072,40.72669,409
"409.rail",FALSE,"rail",1.9948801,38.508596,409
"410.bus",FALSE,"bus",1.9777481,66.661867,410
"410.car",TRUE,"car",3.5153329,34.283454,410
"410.carpool",FALSE,"carpool",2.487396,39.907406,410
"410.rail",FALSE,"rail",1.8990554,36.303298,410
"411.bus",FALSE,"bus",2.3878698,48.779885,411
"411.car",TRUE,"car",2.4561664,28.221596,411
"411.carpool",FALSE,"carpool",0.29012097,37.549955,411
"411.rail",FALSE,"rail",2.1191465,48.185708,411
"412.bus",TRUE,"bus",1.8916245,38.771358,412
"412.car",FALSE,"car",6.9413381,59.48293,412
"412.carpool",FALSE,"carpool",0.58085931,57.553205,412
"412.rail",FALSE,"rail",2.3604529,35.999625,412
"413.bus",TRUE,"bus",2.4403442,32.684345,413
"413.car",FALSE,"car",4.7250626,36.705635,413
"413.carpool",FALSE,"carpool",1.509765,41.128574,413
"413.rail",FALSE,"rail",2.8833057,34.542171,413
"414.bus",FALSE,"bus",2.1303122,35.43807,414
"414.car",FALSE,"car",7.4599455,53.649507,414
"414.carpool",FALSE,"carpool",1.1188301,48.038074,414
"414.rail",TRUE,"rail",2.6474257,19.221316,414
"415.bus",FALSE,"bus",2.3685016,64.474545,415
"415.car",TRUE,"car",3.4224825,53.231812,415
"415.carpool",FALSE,"carpool",0.85722053,53.624124,415
"415.rail",FALSE,"rail",2.1369416,66.192342,415
"416.bus",TRUE,"bus",1.5375825,12.941615,416
"416.car",FALSE,"car",4.68416,28.585953,416
"416.carpool",FALSE,"carpool",1.586493,35.386503,416
"416.rail",FALSE,"rail",1.8518658,37.633554,416
"417.bus",FALSE,"bus",1.7606766,13.668586,417
"417.car",TRUE,"car",2.0741947,25.638504,417
"417.carpool",FALSE,"carpool",2.9551329,35.3511,417
"417.rail",FALSE,"rail",2.4458315,26.898398,417
"418.bus",TRUE,"bus",2.1956093,69.26557,418
"418.car",FALSE,"car",7.7994372,58.617544,418
"418.carpool",FALSE,"carpool",0.62813834,54.433418,418
"418.rail",FALSE,"rail",2.1854593,47.583089,418
"419.bus",TRUE,"bus",1.5513861,26.00882,419
"419.car",FALSE,"car",5.0197908,44.236257,419
"419.carpool",FALSE,"carpool",1.556358,49.22729,419
"419.rail",FALSE,"rail",1.853679,47.044819,419
"420.bus",FALSE,"bus",2.459761,45.707289,420
"420.car",FALSE,"car",4.4376648,38.854593,420
"420.carpool",FALSE,"carpool",3.0734209,42.610691,420
"420.rail",TRUE,"rail",2.2408022,23.638511,420
"421.bus",FALSE,"bus",1.835929,58.138211,421
"421.car",FALSE,"car",5.7762922,33.512659,421
"421.carpool",TRUE,"carpool",0.64934417,36.109736,421
"421.rail",FALSE,"rail",2.4883408,67.434778,421
"422.bus",TRUE,"bus",2.0083613,49.529762,422
"422.car",FALSE,"car",7.8781772,55.651712,422
"422.carpool",FALSE,"carpool",1.3175705,57.76194,422
"422.rail",FALSE,"rail",1.9746967,55.552545,422
"423.bus",FALSE,"bus",2.4967692,31.868167,423
"423.car",FALSE,"car",5.8649184,28.44941,423
"423.carpool",FALSE,"carpool",2.0361744,35.201594,423
"423.rail",TRUE,"rail",2.1751459,21.532775,423
"424.bus",FALSE,"bus",1.4690645,18.636495,424
"424.car",FALSE,"car",7.3222033,50.736582,424
"424.carpool",FALSE,"carpool",2.1048598,53.019556,424
"424.rail",TRUE,"rail",2.0273967,20.880028,424
"425.bus",FALSE,"bus",2.6305926,55.087541,425
"425.car",TRUE,"car",4.6729512,26.785213,425
"425.carpool",FALSE,"carpool",2.091476,33.096044,425
"425.rail",FALSE,"rail",2.5863119,29.8395,425
"426.bus",FALSE,"bus",2.4149361,74.525074,426
"426.car",TRUE,"car",4.4696658,59.78277,426
"426.carpool",FALSE,"carpool",1.2162379,56.729061,426
"426.rail",FALSE,"rail",2.204855,65.974112,426
"427.bus",FALSE,"bus",1.5237199,39.308093,427
"427.car",TRUE,"car",5.1453866,56.98095,427
"427.carpool",FALSE,"carpool",1.539271,56.388651,427
"427.rail",FALSE,"rail",1.5781162,43.628022,427
"428.bus",TRUE,"bus",1.6375865,14.942284,428
"428.car",FALSE,"car",5.4730509,43.198196,428
"428.carpool",FALSE,"carpool",2.9753639,44.153951,428
"428.rail",FALSE,"rail",2.1955515,17.580929,428
"429.bus",FALSE,"bus",2.408906,34.140728,429
"429.car",FALSE,"car",5.9464725,55.105518,429
"429.carpool",TRUE,"carpool",0.35205954,49.514186,429
"429.rail",FALSE,"rail",2.8463912,20.302708,429
"430.bus",FALSE,"bus",2.6642784,48.426601,430
"430.car",TRUE,"car",4.2834004,29.40575,430
"430.carpool",FALSE,"carpool",1.6990677,36.114108,430
"430.rail",FALSE,"rail",2.5692681,31.110976,430
"431.bus",FALSE,"bus",2.2609731,63.290087,431
"431.car",FALSE,"car",5.1055501,53.924208,431
"431.carpool",FALSE,"carpool",1.4957346,55.922886,431
"431.rail",TRUE,"rail",2.7660639,34.984247,431
"432.bus",FALSE,"bus",2.5533083,44.360657,432
"432.car",TRUE,"car",1.9195893,24.217723,432
"432.carpool",FALSE,"carpool",0.83527625,30.677643,432
"432.rail",FALSE,"rail",2.412204,59.92293,432
"433.bus",FALSE,"bus",1.7647013,52.208017,433
"433.car",TRUE,"car",1.8210882,28.199005,433
"433.carpool",FALSE,"carpool",1.8030797,34.279525,433
"433.rail",FALSE,"rail",1.7718708,58.708405,433
"434.bus",FALSE,"bus",2.6396596,43.719985,434
"434.car",TRUE,"car",2.7151996,26.863766,434
"434.carpool",FALSE,"carpool",1.0984242,31.414723,434
"434.rail",FALSE,"rail",2.3911065,24.839025,434
"435.bus",FALSE,"bus",2.3784357,38.499818,435
"435.car",FALSE,"car",6.1476771,33.164324,435
"435.carpool",FALSE,"carpool",1.8593466,32.42135,435
"435.rail",TRUE,"rail",2.5350316,22.423171,435
"436.bus",FALSE,"bus",2.1734322,43.723145,436
"436.car",TRUE,"car",5.3087248,44.135378,436
"436.carpool",FALSE,"carpool",2.3040677,48.40747,436
"436.rail",FALSE,"rail",2.6086257,45.284588,436
"437.bus",FALSE,"bus",2.1834773,36.046559,437
"437.car",FALSE,"car",5.9892869,17.384833,437
"437.carpool",FALSE,"carpool",3.073502,27.7231,437
"437.rail",TRUE,"rail",1.8445739,22.036442,437
"438.bus",TRUE,"bus",1.2593739,4.7653449,438
"438.car",FALSE,"car",5.5737957,16.771067,438
"438.carpool",FALSE,"carpool",3.2095867,28.067445,438
"438.rail",FALSE,"rail",1.9128798,20.759377,438
"439.bus",FALSE,"bus",2.2649819,59.232776,439
"439.car",FALSE,"car",5.2745338,58.296772,439
"439.carpool",FALSE,"carpool",2.3499122,53.663776,439
"439.rail",TRUE,"rail",2.3121567,43.924723,439
"440.bus",TRUE,"bus",1.9794713,27.931009,440
"440.car",FALSE,"car",4.7178593,21.937787,440
"440.carpool",FALSE,"carpool",0.8292498,29.716534,440
"440.rail",FALSE,"rail",2.6062523,45.094129,440
"441.bus",FALSE,"bus",2.0273233,49.417157,441
"441.car",TRUE,"car",3.7522973,42.742934,441
"441.carpool",FALSE,"carpool",3.0992652,44.145697,441
"441.rail",FALSE,"rail",1.8856457,47.445282,441
"442.bus",FALSE,"bus",2.6245042,44.233499,442
"442.car",TRUE,"car",4.7415099,30.278482,442
"442.carpool",FALSE,"carpool",1.5502693,36.71321,442
"442.rail",FALSE,"rail",2.96172,42.723627,442
"443.bus",FALSE,"bus",2.1681629,49.744991,443
"443.car",FALSE,"car",3.7250345,52.29685,443
"443.carpool",TRUE,"carpool",2.3201495,47.856618,443
"443.rail",FALSE,"rail",2.7293522,57.545083,443
"444.bus",TRUE,"bus",1.8872233,16.350582,444
"444.car",FALSE,"car",7.7277227,55.80517,444
"444.carpool",FALSE,"carpool",2.4145491,52.529202,444
"444.rail",FALSE,"rail",2.5495452,35.4319,444
"445.bus",FALSE,"bus",2.0833205,35.090878,445
"445.car",FALSE,"car",3.4887964,13.196111,445
"445.carpool",TRUE,"carpool",0.63167455,22.065288,445
"445.rail",FALSE,"rail",2.0577502,53.287517,445
"446.bus",FALSE,"bus",2.2418841,25.715301,446
"446.car",TRUE,"car",5.1518221,9.7343672,446
"446.carpool",FALSE,"carpool",1.4413717,17.47653,446
"446.rail",FALSE,"rail",1.9029454,45.0472,446
"447.bus",FALSE,"bus",2.3114554,30.479003,447
"447.car",TRUE,"car",4.1795218,34.830776,447
"447.carpool",FALSE,"carpool",1.6965736,33.074819,447
"447.rail",FALSE,"rail",2.6446454,54.092648,447
"448.bus",FALSE,"bus",1.8647507,47.461778,448
"448.car",TRUE,"car",4.0503823,20.499338,448
"448.carpool",FALSE,"carpool",0.25603102,22.626643,448
"448.rail",FALSE,"rail",2.4583837,27.423472,448
"449.bus",FALSE,"bus",2.0660437,27.271918,449
"449.car",FALSE,"car",6.9909012,48.022792,449
"449.carpool",FALSE,"carpool",0.51513687,44.501577,449
"449.rail",TRUE,"rail",2.1711745,18.966319,449
"450.bus",FALSE,"bus",1.9003786,66.117345,450
"450.car",TRUE,"car",4.5916473,29.444192,450
"450.carpool",FALSE,"carpool",2.8911484,33.727087,450
"450.rail",FALSE,"rail",1.7944071,39.842459,450
"451.bus",FALSE,"bus",1.7546741,23.387729,451
"451.car",TRUE,"car",3.2362372,16.349017,451
"451.carpool",FALSE,"carpool",1.2068146,18.975074,451
"451.rail",FALSE,"rail",2.0236712,43.298276,451
"452.bus",TRUE,"bus",2.461495,52.404315,452
"452.car",FALSE,"car",6.9327402,65.420641,452
"452.carpool",FALSE,"carpool",1.1718606,60.481668,452
"452.rail",FALSE,"rail",2.612489,48.370662,452
"453.bus",FALSE,"bus",2.2147912,67.815635,453
"453.car",FALSE,"car",6.5315094,59.566073,453
"453.carpool",TRUE,"carpool",1.4081715,55.141406,453
"453.rail",FALSE,"rail",1.8563379,73.447286,453
